Date,Close
1/6/2016,147.44
1/7/2016,145.03
1/8/2016,145.27
1/11/2016,146.24
1/12/2016,146.41
1/13/2016,146.81
1/14/2016,147.05
1/15/2016,146.74
1/19/2016,148.34
1/20/2016,145.51
1/21/2016,145.72
1/22/2016,150.29
1/25/2016,148.86
1/26/2016,150.15
1/27/2016,148.09
1/28/2016,147.83
1/29/2016,150.83
2/1/2016,151.98
2/2/2016,150.41
2/3/2016,152.34
2/4/2016,151.49
2/5/2016,150.71
2/8/2016,147.24
2/9/2016,146.77
2/10/2016,146.7
2/11/2016,144.82
2/12/2016,144.89
2/16/2016,148.91
2/17/2016,148.19
2/18/2016,148.03
2/19/2016,146.9
2/22/2016,147.62
2/23/2016,147.41
2/24/2016,146.69
2/25/2016,150.43
2/26/2016,148.44
2/29/2016,148.06
3/1/2016,151.31
3/2/2016,150.3
3/3/2016,150.21
3/4/2016,149.65
3/7/2016,149.22
3/8/2016,149.71
3/9/2016,149.66
3/10/2016,150.38
3/11/2016,152.29
3/14/2016,152.98
3/15/2016,153.95
3/16/2016,154.84
3/17/2016,158.96
3/18/2016,155.59
3/21/2016,154.08
3/22/2016,153.72
3/23/2016,152.13
3/24/2016,152.42
3/28/2016,152.98
3/29/2016,156.2
3/30/2016,155.94
3/31/2016,156.05
4/1/2016,157.09
4/4/2016,156.87
4/5/2016,155.74
4/6/2016,157.15
4/7/2016,155.86
4/8/2016,156.11
4/11/2016,155.91
4/12/2016,155.89
4/13/2016,154.7
4/14/2016,154.25
4/15/2016,155.48
4/18/2016,155.74
4/19/2016,155.39
4/20/2016,153.28
4/21/2016,149.75
4/22/2016,150.82
4/25/2016,152.38
4/26/2016,153.46
4/27/2016,154.56
4/28/2016,153.54
4/29/2016,152.08
5/2/2016,154.32
5/3/2016,154.69
5/4/2016,156.8
5/5/2016,157.06
5/6/2016,157.56
5/9/2016,159.46
5/10/2016,158.98
5/11/2016,155.57
5/12/2016,156.56
5/13/2016,155.25
5/16/2016,156.8
5/17/2016,153.01
5/18/2016,151.04
5/19/2016,150.63
5/20/2016,152.61
5/23/2016,151.58
5/24/2016,153.25
5/25/2016,152.39
5/26/2016,153.3
5/27/2016,153.6
5/31/2016,153.19
6/1/2016,153.86
6/2/2016,154.79
6/3/2016,155.7
6/6/2016,155.16
6/7/2016,155.17
6/8/2016,155.81
6/9/2016,157.12
6/10/2016,157.02
6/13/2016,156.7
6/14/2016,156.2
6/15/2016,157.13
6/16/2016,158.77
6/17/2016,157.32
6/20/2016,156.67
6/21/2016,157.09
6/22/2016,157.14
6/23/2016,157.77
6/24/2016,156.8
6/27/2016,159.11
6/28/2016,162.43
6/29/2016,163.98
6/30/2016,165.55
7/1/2016,165.73
7/5/2016,168.22
7/6/2016,168.44
7/7/2016,166.3
7/8/2016,167.81
7/11/2016,168.17
7/12/2016,166.75
7/13/2016,167.61
7/14/2016,165.27
7/15/2016,166.05
7/18/2016,165.95
7/19/2016,166.83
7/20/2016,166.16
7/21/2016,166.47
7/22/2016,167.12
7/25/2016,167.35
7/26/2016,166.65
7/27/2016,165.81
7/28/2016,168.71
7/29/2016,169.7
8/1/2016,170.35
8/2/2016,167.47
8/3/2016,166.57
8/4/2016,165.48
8/5/2016,164.43
8/8/2016,162.44
8/9/2016,162.74
8/10/2016,162.19
8/11/2016,159.83
8/12/2016,160.22
8/15/2016,159.6
8/16/2016,157.28
8/17/2016,158.71
8/18/2016,158.73
8/19/2016,157.84
8/22/2016,157.96
8/23/2016,157.51
8/24/2016,157.89
8/25/2016,159.55
8/26/2016,159.1
8/29/2016,160.65
8/30/2016,159.2
8/31/2016,159
9/1/2016,158.07
9/2/2016,159.48
9/6/2016,160.16
9/7/2016,160.83
9/8/2016,160.47
9/9/2016,154.48
9/12/2016,158.06
9/13/2016,154.42
9/14/2016,154.56
9/15/2016,154.96
9/16/2016,155.1
9/19/2016,156.14
9/20/2016,154.2
9/21/2016,155.68
9/22/2016,158.56
9/23/2016,158.9
9/26/2016,159.5
9/27/2016,158.39
9/28/2016,158.8
9/29/2016,155.32
9/30/2016,153.93
10/3/2016,148.08
10/4/2016,147
10/5/2016,144.74
10/6/2016,144.7
10/7/2016,145.2
10/10/2016,145.74
10/11/2016,144.2
10/12/2016,146.39
10/13/2016,148.74
10/14/2016,147.25
10/17/2016,147.3
10/18/2016,147.1
10/19/2016,147.76
10/20/2016,146.96
10/21/2016,147.35
10/24/2016,148.1
10/25/2016,147.85
10/26/2016,146.28
10/27/2016,143.15
10/28/2016,143.71
10/31/2016,145.23
11/1/2016,141.88
11/2/2016,140.52
11/3/2016,137.31
11/4/2016,138.24
11/7/2016,141.76
11/8/2016,142.15
11/9/2016,139.04
11/10/2016,136.98
11/11/2016,137.35
11/14/2016,138.98
11/15/2016,138
11/16/2016,138.17
11/17/2016,137.36
11/18/2016,137.81
11/21/2016,138.61
11/22/2016,140.74
11/23/2016,140.15
11/25/2016,140.98
11/28/2016,141.17
11/29/2016,141.8
11/30/2016,140.42
12/1/2016,137.22
12/2/2016,138.29
12/5/2016,139.45
12/6/2016,139.95
12/7/2016,141.84
12/8/2016,141.78
12/9/2016,141.49
12/12/2016,141.35
12/13/2016,142.09
12/14/2016,138.61
12/15/2016,138.08
12/16/2016,140.26
12/19/2016,142.09
12/20/2016,142.14
12/21/2016,139.8
12/22/2016,139.71
12/23/2016,139.66
12/27/2016,140.1
12/28/2016,138.93
12/29/2016,140.05
12/30/2016,142.11
1/3/2017,143.4
1/4/2017,144.22
1/5/2017,145.29
1/6/2017,144.49
1/9/2017,142.68
1/10/2017,141.19
1/11/2017,139.77
1/12/2017,140.62
1/13/2017,140.18
1/17/2017,141.29
1/18/2017,141.53
1/19/2017,139.25
1/20/2017,140.72
1/23/2017,141.72
1/24/2017,140.96
1/25/2017,140.77
1/26/2017,140.8
1/27/2017,139.69
1/30/2017,139.14
1/31/2017,140.43
2/1/2017,137.5
2/2/2017,140.11
2/3/2017,139.94
2/6/2017,139.79
2/7/2017,139.68
2/8/2017,140.33
2/9/2017,142.02
2/10/2017,142.96
2/13/2017,142.95
2/14/2017,141.08
2/15/2017,139.98
2/16/2017,140.5
2/17/2017,140.66
2/21/2017,142.5
2/22/2017,141.55
2/23/2017,142.4
2/24/2017,142.34
2/27/2017,142.22
2/28/2017,140.73
3/1/2017,138.97
3/2/2017,136.76
3/3/2017,135.02
3/6/2017,134.3
3/7/2017,133.39
3/8/2017,130.5
3/9/2017,127.44
3/10/2017,126.98
3/13/2017,128.32
3/14/2017,129.62
3/15/2017,133.02
3/16/2017,133
3/17/2017,134.75
3/20/2017,134.44
3/21/2017,134.67
3/22/2017,133.11
3/23/2017,134.73
3/24/2017,134.8
3/27/2017,132.74
3/28/2017,133.26
3/29/2017,133.15
3/30/2017,133.34
3/31/2017,133.5
4/3/2017,133.84
4/4/2017,133.11
4/5/2017,133.11
4/6/2017,133.11
4/7/2017,132.73
4/10/2017,133.95
4/11/2017,135.08
4/12/2017,134.87
4/13/2017,134.74
4/17/2017,136.45
4/18/2017,137.05
4/19/2017,137.48
4/20/2017,137.22
4/21/2017,136.18
4/24/2017,133.75
4/25/2017,134.61
4/26/2017,132.56
4/27/2017,133.16
4/28/2017,130.89
5/1/2017,133.16
5/2/2017,133.81
5/3/2017,132.3
5/4/2017,131.4
5/5/2017,132.78
5/8/2017,130.44
5/9/2017,130.55
5/10/2017,132
5/11/2017,129.72
5/12/2017,125.43
5/15/2017,126.57
5/16/2017,122.46
5/17/2017,122.97
5/18/2017,124.29
5/19/2017,125.59
5/22/2017,126.48
5/23/2017,125.71
5/24/2017,127.4
5/25/2017,127.38
5/26/2017,126.32
5/30/2017,123.82
5/31/2017,122.74
6/1/2017,124.29
6/2/2017,123.37
6/5/2017,121.73
6/6/2017,122.18
6/7/2017,124.99
6/8/2017,122.88
6/9/2017,124.68
6/12/2017,126.94
6/13/2017,127.88
6/14/2017,126.99
6/15/2017,128.32
6/16/2017,125.37
6/19/2017,125.19
6/20/2017,123.84
6/21/2017,123.33
6/22/2017,124.19
6/23/2017,125.05
6/26/2017,127.72
6/27/2017,127.44
6/28/2017,128.13
6/29/2017,127.71
6/30/2017,126.39
7/3/2017,129.04
7/5/2017,126.26
7/6/2017,125.38
7/7/2017,126.28
7/10/2017,124.76
7/11/2017,124.84
7/12/2017,125.41
7/13/2017,126.67
7/14/2017,128.27
7/17/2017,129.01
7/18/2017,128.71
7/19/2017,129.93
7/20/2017,130
7/21/2017,130.48
7/24/2017,131.26
7/25/2017,132.13
7/26/2017,132.7
7/27/2017,135.03
7/28/2017,132.81
7/31/2017,132.63
8/1/2017,134.4
8/2/2017,132.84
8/3/2017,132.98
8/4/2017,133.64
8/7/2017,133.41
8/8/2017,132.59
8/9/2017,132.75
8/10/2017,132.04
8/11/2017,129.4
8/14/2017,131.06
8/15/2017,129.27
8/16/2017,129.65
8/17/2017,128.55
8/18/2017,126.96
8/21/2017,128.1
8/22/2017,126.86
8/23/2017,127.58
8/24/2017,126.86
8/25/2017,128.32
8/28/2017,125.41
8/29/2017,125.71
8/30/2017,126.54
8/31/2017,126.93
9/1/2017,128.2
9/5/2017,127.64
9/6/2017,129.32
9/7/2017,130.45
9/8/2017,129.38
9/11/2017,130.25
9/12/2017,128.69
9/13/2017,128.27
9/14/2017,130.97
9/15/2017,130
9/18/2017,127.51
9/19/2017,125.38
9/20/2017,124.63
9/21/2017,123.85
9/22/2017,123.14
9/25/2017,124.8
9/26/2017,125.08
9/27/2017,123.98
9/28/2017,124.45
9/29/2017,124.21
10/2/2017,124.03
10/3/2017,124.61
10/4/2017,125.13
10/5/2017,126.09
10/6/2017,125.68
10/9/2017,126.11
10/10/2017,126.75
10/11/2017,127.82
10/12/2017,128.51
10/13/2017,129.68
10/16/2017,128.81
10/17/2017,129.63
10/18/2017,128.53
10/19/2017,127.23
10/20/2017,125.8
10/23/2017,126.61
10/24/2017,124.9
10/25/2017,123.27
10/26/2017,121.73
10/27/2017,121.45
10/30/2017,120.98
10/31/2017,120.52
11/1/2017,121.7
11/2/2017,128.1
11/3/2017,126.56
11/6/2017,126.92
11/7/2017,128.61
11/8/2017,128.87
11/9/2017,131.44
11/10/2017,132.01
11/13/2017,130.89
11/14/2017,131.81
11/15/2017,131.59
11/16/2017,131.9
11/17/2017,132.5
11/20/2017,131.24
11/21/2017,131.6
11/22/2017,131.75
11/24/2017,131.92
11/27/2017,130.69
11/28/2017,131.12
11/29/2017,132.1
11/30/2017,132.21
12/1/2017,132.54
12/4/2017,133.57
12/5/2017,131.54
12/6/2017,130.09
12/7/2017,129.84
12/8/2017,130.29
12/11/2017,129.79
12/12/2017,130.5
12/13/2017,131.37
12/14/2017,130.73
12/15/2017,132
12/18/2017,133.88
12/19/2017,132.03
12/20/2017,130.52
12/21/2017,129.32
12/22/2017,130.39
12/26/2017,132.02
12/27/2017,133.29
12/28/2017,133.61
12/29/2017,132.81
1/2/2018,133.75
1/3/2018,133.25
1/4/2018,128.54
1/5/2018,128.36
1/8/2018,129.91
1/9/2018,125.44
1/10/2018,123.84
1/11/2018,123.21
1/12/2018,122.81
1/16/2018,122.05
1/17/2018,122.8
1/18/2018,122.05
1/19/2018,122.61
1/22/2018,124.37
1/23/2018,124.74
1/24/2018,123.22
1/25/2018,123.16
1/26/2018,122.38
1/29/2018,121.13
1/30/2018,119.51
1/31/2018,120.8
2/1/2018,117.75
2/2/2018,115.54
2/5/2018,112.52
2/6/2018,112.22
2/7/2018,111.34
2/8/2018,108.11
2/9/2018,109.91
2/12/2018,110.24
2/13/2018,110.26
2/14/2018,110.82
2/15/2018,112.1
2/16/2018,114.45
2/20/2018,114.56
2/21/2018,111.11
2/22/2018,114.08
2/23/2018,115.93
2/26/2018,116.96
2/27/2018,113.48
2/28/2018,113.94
3/1/2018,115.95
3/2/2018,116.36
3/5/2018,116.51
3/6/2018,116.96
3/7/2018,117.28
3/8/2018,117.19
3/9/2018,116.32
3/12/2018,117.32
3/13/2018,117.81
3/14/2018,117.94
3/15/2018,117.17
3/16/2018,117.89
3/19/2018,116.49
3/20/2018,115.24
3/21/2018,114.67
3/22/2018,114.03
3/23/2018,112.51
3/26/2018,113.25
3/27/2018,113.48
3/28/2018,116.66
3/29/2018,116.11
4/2/2018,115.65
4/3/2018,117.02
4/4/2018,118.58
4/5/2018,118.28
4/6/2018,115.78
4/9/2018,115.49
4/10/2018,115.76
4/11/2018,116.31
4/12/2018,114.96
4/13/2018,115.2
4/16/2018,115.72
4/17/2018,116.52
4/18/2018,116.14
4/19/2018,113.64
4/20/2018,111.2
4/23/2018,111.53
4/24/2018,111.62
4/25/2018,112.16
4/26/2018,113.86
4/27/2018,116.39
4/30/2018,115.85
5/1/2018,117.44
5/2/2018,115.52
5/3/2018,117.39
5/4/2018,118.73
5/7/2018,118.85
5/8/2018,117.78
5/9/2018,118.61
5/10/2018,119.04
5/11/2018,118.58
5/14/2018,117.41
5/15/2018,115.11
5/16/2018,114.09
5/17/2018,114.21
5/18/2018,114.74
5/21/2018,116.52
5/22/2018,116.61
5/23/2018,117.24
5/24/2018,116.73
5/25/2018,116.94
5/29/2018,117.05
5/30/2018,119.38
5/31/2018,118.89
6/1/2018,118.57
6/4/2018,118.99
6/5/2018,119.46
6/6/2018,121.73
6/7/2018,120.83
6/8/2018,120.86
6/11/2018,120.79
6/12/2018,122.3
6/13/2018,120
6/14/2018,121.09
6/15/2018,119.66
6/18/2018,118.91
6/19/2018,118.2
6/20/2018,120.45
6/21/2018,123.69
6/22/2018,125.61
6/25/2018,125.73
6/26/2018,124.96
6/27/2018,124.95
6/28/2018,126.17
6/29/2018,126.55
7/2/2018,124.74
7/3/2018,125
7/5/2018,126.28
7/6/2018,126.89
7/9/2018,126.52
7/10/2018,126.28
7/11/2018,124.89
7/12/2018,125.6
7/13/2018,125.09
7/16/2018,124.73
7/17/2018,123.98
7/18/2018,123.16
7/19/2018,124.79
7/20/2018,124.26
7/23/2018,124.48
7/24/2018,123.93
7/25/2018,125.05
7/26/2018,122.89
7/27/2018,120.68
7/30/2018,122.44
7/31/2018,125.5
8/1/2018,124.98
8/2/2018,126.04
8/3/2018,128.22
8/6/2018,126.24
8/7/2018,125.15
8/8/2018,125.65
8/9/2018,125.97
8/10/2018,125.04
8/13/2018,124.87
8/14/2018,125.64
8/15/2018,126.41
8/16/2018,127.09
8/17/2018,129.36
8/20/2018,130.5
8/21/2018,128.95
8/22/2018,129.19
8/23/2018,129.84
8/24/2018,130.09
8/27/2018,129.38
8/28/2018,130.82
8/29/2018,130.82
8/30/2018,130.09
8/31/2018,130.61
9/4/2018,129.28
9/5/2018,130.13
9/6/2018,131.24
9/7/2018,129.7
9/10/2018,130.11
9/11/2018,130.31
9/12/2018,130.94
9/13/2018,131.42
9/14/2018,129.61
9/17/2018,130.57
9/18/2018,130.01
9/19/2018,127.81
9/20/2018,127.87
9/21/2018,127.87
9/24/2018,125.39
9/25/2018,125.93
9/26/2018,124.27
9/27/2018,124.21
9/28/2018,126.47
10/1/2018,125.12
10/2/2018,124.68
10/3/2018,122.57
10/4/2018,122.75
10/5/2018,122.72
10/8/2018,124.98
10/9/2018,124.1
10/10/2018,121.89
10/11/2018,119.21
10/12/2018,118.4
10/15/2018,119.23
10/16/2018,121.86
10/17/2018,122
10/18/2018,121.81
10/19/2018,122.9
10/22/2018,120.01
10/23/2018,120.19
10/24/2018,121
10/25/2018,123.21
10/26/2018,122.52
10/29/2018,125.31
10/30/2018,126.91
10/31/2018,124.05
11/1/2018,124.29
11/2/2018,122.77
11/5/2018,124.87
11/6/2018,125.14
11/7/2018,126.91
11/8/2018,128.14
11/9/2018,128.66
11/12/2018,128.46
11/13/2018,128.99
11/14/2018,128.85
11/15/2018,127.37
11/16/2018,129.01
11/19/2018,129.27
11/20/2018,129.35
11/21/2018,129.11
11/23/2018,128.44
11/26/2018,128.78
11/27/2018,129.39
11/28/2018,131.06
11/29/2018,130.89
11/30/2018,132.09
12/3/2018,133.77
12/4/2018,131.27
12/6/2018,135.55
12/7/2018,134.02
12/10/2018,132.8
12/11/2018,133.32
12/12/2018,130.39
12/13/2018,131.56
12/14/2018,130.91
12/17/2018,126.49
12/18/2018,125.37
12/19/2018,122.95
12/20/2018,121.45
12/21/2018,119.71
12/24/2018,115.33
12/26/2018,119.84
12/27/2018,120.23
12/28/2018,120.33
12/31/2018,118.04
1/2/2019,115.81
1/3/2019,116.59
1/4/2019,117.9
1/7/2019,119.42
1/8/2019,121.97
1/9/2019,121.96
1/10/2019,123.7
1/11/2019,123.41
1/14/2019,123
1/15/2019,124.3
1/16/2019,125.03
1/17/2019,125.6
1/18/2019,125.91
1/22/2019,126.3
1/23/2019,126.1
1/24/2019,126.69
1/25/2019,128.46
1/28/2019,129.49
1/29/2019,130.36
1/30/2019,131.44
1/31/2019,132.57
2/1/2019,132.17
2/4/2019,134.32
2/5/2019,134.23
2/6/2019,133.42
2/7/2019,135.59
2/8/2019,136.52
2/11/2019,136.48
2/12/2019,135.08
2/13/2019,135.58
2/14/2019,134.22
2/15/2019,135.48
2/19/2019,135.33
2/20/2019,133.63
2/21/2019,134.46
2/22/2019,135.16
2/25/2019,134.22
2/26/2019,133.74
2/27/2019,133.12
2/28/2019,133.59
3/1/2019,132.46
3/4/2019,133.07
3/5/2019,134.3
3/6/2019,132.77
3/7/2019,132.36
3/8/2019,131.83
3/11/2019,132.9
3/12/2019,134
3/13/2019,133.86
3/14/2019,133.48
3/15/2019,132.68
3/18/2019,132.39
3/19/2019,131.28
3/20/2019,131.7
3/21/2019,134.06
3/22/2019,134.52
3/25/2019,135.19
3/26/2019,137.32
3/27/2019,137.04
3/28/2019,138.75
3/29/2019,137.85
4/1/2019,137.23
4/2/2019,137.61
4/3/2019,137.38
4/4/2019,137.63
4/5/2019,138.92
4/8/2019,137.91
4/9/2019,136.98
4/10/2019,138.54
4/11/2019,136.93
4/12/2019,138.11
4/15/2019,136.52
4/16/2019,132.49
4/17/2019,131.01
4/18/2019,132.2
4/22/2019,129.59
4/23/2019,131.45
4/24/2019,133.12
4/25/2019,133.72
4/26/2019,133.9
4/29/2019,132.62
4/30/2019,133.85
